CNPJ;Razão Social;Código da categoria;Descrição da categoria;Código da atividade;Descrição da atividade;Data de início da atividade;Data de término da atividade;Potenc. de Pol. da atividade;Município;Estado;Latitude;Longitude;Situação cadastral;Última Atualização Relatório
00348003012399;EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA;18;Transporte, Terminais, Depósitos e Comércio;67;Comércio de motosserra;01/09/1989;04/02/2016;...;MANAUS;AMAZONAS;-2,891306;-59,966667;Ativa;21/03/2026 20:26
00348003012399;EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA;20;Uso de Recursos Naturais;5;Utilização do patrimônio genético natural;01/09/1989;;Médio;MANAUS;AMAZONAS;-2,891306;-59,966667;Ativa;21/03/2026 20:26
00348003012399;EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA;20;Uso de Recursos Naturais;6;Exploração de recursos aquáticos vivos;30/07/2021;;Médio;MANAUS;AMAZONAS;-2,891306;-59,966667;Ativa;21/03/2026 20:26
00348003012399;EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA;20;Uso de Recursos Naturais;21;Importação ou exportação de fauna nativa brasileira;01/04/2015;;Médio;MANAUS;AMAZONAS;-2,891306;-59,966667;Ativa;21/03/2026 20:26
00348003012399;EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA;20;Uso de Recursos Naturais;22;Importação ou exportação de flora nativa brasileira;01/04/2015;;Médio;MANAUS;AMAZONAS;-2,891306;-59,966667;Ativa;21/03/2026 20:26
00348003012399;EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA;20;Uso de Recursos Naturais;37;Uso da diversidade biológica pela biotecnologia em atividades previamente identif. pela CTNBio como pot. causadoras de significativa degrad. meio amb.;01/09/1989;;Médio;MANAUS;AMAZONAS;-2,891306;-59,966667;Ativa;21/03/2026 20:26
00348003012399;EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA;20;Uso de Recursos Naturais;61;Silvicultura - Lei nº 12.651/2012: art. 35, § 1º;01/09/1989;31/05/2024;Médio;MANAUS;AMAZONAS;-2,891306;-59,966667;Ativa;21/03/2026 20:26
00348003012399;EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA;20;Uso de Recursos Naturais;64;utilização do patrimônio genético natural-flora, fauna, pesca e micro-organismos para pesquisa, manipulação e alteração genética;01/09/1989;01/08/2021;Médio;MANAUS;AMAZONAS;-2,891306;-59,966667;Ativa;21/03/2026 20:26
00348003012399;EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;27;Porte e uso de motosserra - Lei nº 12.651/2010: art. 69, § 1º;01/09/1989;;...;MANAUS;AMAZONAS;-2,891306;-59,966667;Ativa;21/03/2026 20:26
00348354000121;ALDECY VIANA DA COSTA - ME;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;1;Reparação de aparelhos de refrigeração;07/12/1994;16/02/2018;...;MANAUS;AMAZONAS;-3,079056;-59,970306;Encerrado;21/03/2026 20:26
00350263000120;GEONISIO ALVES DA SILVA;20;Uso de Recursos Naturais;32;comércio de materiais de construção que comercializa subprodutos florestais, até cem metros cúbicos ano;02/01/2006;29/06/2018;...;MANAUS;AMAZONAS;;;Encerrado;21/03/2026 20:26
00350278000199;L.SCHOPAN;18;Transporte, Terminais, Depósitos e Comércio;23;transporte rodoviário de cargas não-perigosas;14/12/1994;11/04/2013;...;MANAUS;AMAZONAS;-3,074667;-59,985333;Ativa;21/03/2026 20:26
00350763001215;J&F INVESTIMENTOS S.A;17;Serviços de Utilidade;1;Produção de energia termoelétrica;14/05/2025;;Médio;MANAUS;AMAZONAS;-3,118031;-59,933719;Ativa;21/03/2026 20:26
00350763001304;J&F INVESTIMENTOS S.A;17;Serviços de Utilidade;1;Produção de energia termoelétrica;14/05/2025;;Médio;MANAUS;AMAZONAS;-3,129725;-60,032425;Ativa;21/03/2026 20:26
00350763001487;J&F INVESTIMENTOS S.A;17;Serviços de Utilidade;1;Produção de energia termoelétrica;14/05/2025;;Médio;ANAMA;AMAZONAS;-3,555922;-61,417942;Ativa;21/03/2026 20:26
00350763001568;J&F INVESTIMENTOS S.A;17;Serviços de Utilidade;1;Produção de energia termoelétrica;14/05/2025;;Médio;ANORI;AMAZONAS;-3,710214;-61,663031;Ativa;21/03/2026 20:26
00350763001649;J&F INVESTIMENTOS S.A;17;Serviços de Utilidade;1;Produção de energia termoelétrica;14/05/2025;;Médio;CAAPIRANGA;AMAZONAS;-3,295469;-61,2158;Ativa;21/03/2026 20:26
00350763001720;J&F INVESTIMENTOS S.A;17;Serviços de Utilidade;1;Produção de energia termoelétrica;14/05/2025;;Médio;CODAJAS;AMAZONAS;-3,783333;-62,034481;Ativa;21/03/2026 20:26
00350763001800;J&F INVESTIMENTOS S.A;17;Serviços de Utilidade;1;Produção de energia termoelétrica;14/05/2025;;Médio;MANAUS;AMAZONAS;-3,119592;-59,932072;Ativa;21/03/2026 20:26
00350763002610;J&F INVESTIMENTOS S.A;17;Serviços de Utilidade;1;Produção de energia termoelétrica;04/05/2025;;Médio;MANAUS;AMAZONAS;-2,988006;-60,027156;Ativa;21/03/2026 20:26
00350763002700;J&F INVESTIMENTOS S.A;17;Serviços de Utilidade;1;Produção de energia termoelétrica;04/05/2025;;Médio;MANAUS;AMAZONAS;-3,109228;-59,939319;Ativa;21/03/2026 20:26
00350763002882;J&F INVESTIMENTOS S.A;17;Serviços de Utilidade;1;Produção de energia termoelétrica;20/05/2025;;Médio;MANAUS;AMAZONAS;-2,944953;-60,022011;Ativa;21/03/2026 20:26
00350763003692;J&F INVESTIMENTOS S.A;17;Serviços de Utilidade;1;Produção de energia termoelétrica;20/05/2025;;Médio;MANAUS;AMAZONAS;-3,092317;-60,073564;Ativa;21/03/2026 20:26
00350763003854;J&F INVESTIMENTOS S.A;17;Serviços de Utilidade;1;Produção de energia termoelétrica;20/05/2025;;Médio;MANAUS;AMAZONAS;-2,891389;-60,035514;Ativa;21/03/2026 20:26
00352294002598;EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;01/10/2002;11/01/2022;Alto;MANAUS;AMAZONAS;-3,035806;-60,046056;Encerrado;21/03/2026 20:26
00352294002598;EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;20;Uso de Recursos Naturais;11;criador conservacionista de fauna silvestre nativa;15/04/2013;15/08/2016;...;MANAUS;AMAZONAS;-3,035806;-60,046056;Encerrado;21/03/2026 20:26
00352294002598;EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;20;Uso de Recursos Naturais;25;Atividade de criação e exploração econômica de fauna exótica e de fauna silvestre - Resolução CONAMA nº 489/2018: art. 4º, X;15/08/2016;11/01/2022;Médio;MANAUS;AMAZONAS;-3,035806;-60,046056;Encerrado;21/03/2026 20:26
00352294002598;EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;27;Porte e uso de motosserra - Lei nº 12.651/2010: art. 69, § 1º;24/06/2013;11/01/2022;...;MANAUS;AMAZONAS;-3,035806;-60,046056;Encerrado;21/03/2026 20:26
00352294004370;EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;25/01/1980;16/02/2022;Alto;TABATINGA;AMAZONAS;-4,250556;-69,937778;Encerrado;21/03/2026 20:26
00352294004370;EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;19;Turismo;1;Complexos turísticos e de lazer, inclusive parques temáticos;25/01/1980;16/02/2022;Pequeno;TABATINGA;AMAZONAS;-4,250556;-69,937778;Encerrado;21/03/2026 20:26
00352294004370;EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;32;Operação de aeródromo - Lei nº 6.938/1981: art. 10;25/01/1980;16/02/2022;...;TABATINGA;AMAZONAS;-4,250556;-69,937778;Encerrado;21/03/2026 20:26
00352294004450;EMP. BRAS. DE INFRA-ESTRUTURA AEROPORTUÁRIA;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;25/01/1980;18/02/2022;Alto;TEFE;AMAZONAS;-3,380278;-64,725278;Encerrado;21/03/2026 20:26
00352294020812;EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;26/12/2023;;Alto;MANAUS;AMAZONAS;-3,072778;-60,021056;Ativa;21/03/2026 20:26
00355861001245;SUPERINSPECT LTDA;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;47;Aplicação de agrotóxicos e afins - Lei nº 7.802/1989;06/11/2018;;...;ITACOATIARA;AMAZONAS;-3,1375;-58,445556;Ativa;21/03/2026 20:26
00357038013447;CENTRAIS ELETRICAS DO NORTE DO BRASIL SA - ELETRONOORTE;17;Serviços de Utilidade;9;transmissão de energia elétrica;02/09/2008;29/06/2018;...;MANAUS;AMAZONAS;-3,11515;-60,008367;Ativa;21/03/2026 20:26
00357038013447;CENTRAIS ELETRICAS DO NORTE DO BRASIL SA - ELETRONOORTE;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;27;Porte e uso de motosserra - Lei nº 12.651/2010: art. 69, § 1º;26/10/2017;;...;MANAUS;AMAZONAS;-3,11515;-60,008367;Ativa;21/03/2026 20:26
00357038013447;CENTRAIS ELETRICAS DO NORTE DO BRASIL SA - ELETRONOORTE;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;34;Transmissão de energia elétrica - Lei nº 6.938/1981: art. 10;29/06/2018;;...;MANAUS;AMAZONAS;-3,11515;-60,008367;Ativa;21/03/2026 20:26
00357038015571;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;35;Geração de energia hidrelétrica - Lei nº 6.938/1981: art. 10;01/07/2021;;...;PRESIDENTE FIGUEIREDO;AMAZONAS;-1,917089;-59,475822;Ativa;21/03/2026 20:26
00365218000140;RAIMUNDO NONATO FREIRE CARDOSO;7;Indústria de Madeira;1;Serraria e desdobramento de madeira;01/07/2002;09/02/2015;Médio;SILVES;AMAZONAS;;;Encerrado;21/03/2026 20:26
00368516000193;MADEIREIRA JD PETROPOLIS LTDA;7;Indústria de Madeira;1;Serraria e desdobramento de madeira;22/11/2010;17/06/2016;Médio;MANAUS;AMAZONAS;-3,103681;-59,989014;Encerrado;21/03/2026 20:26
00368516000193;MADEIREIRA JD PETROPOLIS LTDA;20;Uso de Recursos Naturais;2;Exploração econômica da madeira ou lenha e subprodutos florestais (floresta nativa);01/04/2003;17/06/2016;Médio;MANAUS;AMAZONAS;-3,103681;-59,989014;Encerrado;21/03/2026 20:26
00368516000193;MADEIREIRA JD PETROPOLIS LTDA;20;Uso de Recursos Naturais;34;exploração econômica da madeira ou lenha e subprodutos florestais - comércio varejista;14/12/2011;29/06/2018;Médio;MANAUS;AMAZONAS;-3,103681;-59,989014;Encerrado;21/03/2026 20:26
00368516000193;MADEIREIRA JD PETROPOLIS LTDA;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;27;Porte e uso de motosserra - Lei nº 12.651/2010: art. 69, § 1º;01/04/2003;17/06/2016;...;MANAUS;AMAZONAS;-3,103681;-59,989014;Encerrado;21/03/2026 20:26
00368516000193;MADEIREIRA JD PETROPOLIS LTDA;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;68;Comércio varejista de madeira, de lenha e de outros subprodutos florestais - Lei nº 12.651/2012: art. 37;29/06/2018;17/06/2016;...;MANAUS;AMAZONAS;-3,103681;-59,989014;Encerrado;21/03/2026 20:26
